Dress Code,Name,Price,Material,Color,Description,Brand,url,Category
rd19103-blue-3pc,RD19103 ,4000,Lawn,Blue,Digital Front Lawn Print 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mDigital Printed Chiffon Dupatta 2.5mShalwar 2.5mEmbroidered Organza,Khaadi,https://www.khaadi.com/pk/rd19103-blue-3pc.html,unstitched
rd19101-off-white-3pc,RD19101 ,4000,Lawn,Off-White,Digital Front Lawn Print Embroidered 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mDigital Printed Chiffon Dupatta 2.5mShalwar 2.5m Embroidered Organza,Khaadi,https://www.khaadi.com/pk/rd19101-off-white-3pc.html,unstitched
ir19106-yellow-2pc,IR19106 ,2400,Lawn,Yellow,Front Lawn Print Embroidered 1.25mBack & Sleeve Lawn Printed 2.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ir19106-yellow-2pc.html,unstitched
ir19105-green-2pc,IR19105 ,2400,Lawn,Green,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Print Embroidered1.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ir19105-green-2pc.html,unstitched
ir19105-black-2pc,IR19105 ,2400,Lawn,Black,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Print Embroidered1.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ir19105-black-2pc.html,unstitched
ir19104-off-white-2pc,IR19104 ,2400,Lawn,Off-White,Front & Sleeve Lawn Print Embroidered 2.0mBack Lawn Printed 1.25mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ir19104-off-white-2pc.html,unstitched
ir19103-mustard-2pc,IR19103 ,2400,Lawn,Mustard,Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 1.0mPrinted Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ir19103-mustard-2pc.html,unstitched
ir19101-purple-2pc,IR19101 ,2400,Lawn,Purple,Front & Back Lawn Printed 2.5mSleeve Lawn Printed 1.0mShalwar 2.5mEmbroidered Patti,Khaadi,https://www.khaadi.com/pk/ir19101-purple-2pc.html,unstitched
nr19106-yellow-2pc,NR19106 ,2600,Lawn,Yellow,Front Lawn Print Embroidered 1.25mBack & Sleeve Lawn Printed 2.0mEmbroidered Shalwar 2.5m ,Khaadi,https://www.khaadi.com/pk/nr19106-yellow-2pc.html,unstitched
nr19106-blue-2pc,NR19106 ,2600,Lawn,Blue,Front Lawn Print Embroidered 1.25mBack & Sleeve Lawn Printed 2.0mEmbroidered Shalwar 2.5m ,Khaadi,https://www.khaadi.com/pk/nr19106-blue-2pc.html,unstitched
nr19105-red-2pc,NR19105 ,2600,Lawn,Red,Front & Back Lawn Print 2.5mSleeve Lawn Print Embroidered 1.0mEmbroidered Shalwar 2.5m ,Khaadi,https://www.khaadi.com/pk/nr19105-red-2pc.html,unstitched
nr19105-black-2pc,NR19105 ,2600,Lawn,Black,Front & Back Lawn Print 2.5mSleeve Lawn Print Embroidered 1.0mEmbroidered Shalwar 2.5m ,Khaadi,https://www.khaadi.com/pk/nr19105-black-2pc.html,unstitched
nr19104-grey-2pc,NR19104 ,2600,Lawn,Grey,Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 1.0mEmbroidered Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/nr19104-grey-2pc.html,unstitched
nr19104-blue-2pc,NR19104 ,2600,Lawn,Blue,Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 1.0mEmbroidered Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/nr19104-blue-2pc.html,unstitched
nr19103-beige-2pc,NR19103 ,2600,Lawn,Beige,Printed Lawn Shirt 3.0mEmbroidered Shalwar 2.5mEmbroidered Patti ,Khaadi,https://www.khaadi.com/pk/nr19103-beige-2pc.html,unstitched
nr19102-purple-2pc,NR19102 ,2600,Lawn,Purple,Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mEmbroidered Shalwar 2.5mEmbroidered Kora Patti,Khaadi,https://www.khaadi.com/pk/nr19102-purple-2pc.html,unstitched
nr19102-black-2pc,NR19102 ,2600,Lawn,Black,Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mEmbroidered Shalwar 2.5mEmbroidered Kora Patti,Khaadi,https://www.khaadi.com/pk/nr19102-black-2pc.html,unstitched
nr19101-grey-2pc,NR19101 ,2600,Lawn,Grey,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Print Embroidered 1.0mEmbroidered Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/nr19101-grey-2pc.html,unstitched
ji19109-mustard-2pc,JI19109 ,3500,Jacquard,Mustard,Embroidered Jacquard Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ji19109-mustard-2pc.html,unstitched
ji19108-green-2pc,JI19108 ,3500,Jacquard,Green,Embroidered Jacquard Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ji19108-green-2pc.html,unstitched
ji19106-orange-2pc,JI19106 ,3500,Jacquard,Orange,Embroidered Jacquard Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ji19106-orange-2pc.html,unstitched
ji19103-beige-2pc,JI19103 ,3500,Jacquard,Beige,Embroidered Jacquard Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ji19103-beige-2pc.html,unstitched
ji19102-off-white-2pc,JI19102 ,3500,Jacquard,Off-White,Embroidered Jacquard Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ji19102-off-white-2pc.html,unstitched
ji19101-pink-2pc,JI19101 ,3500,Jacquard,Pink,Embroidered Jacquard Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ji19101-pink-2pc.html,unstitched
lf19111-pink-2pc,LF19111 ,1800,Lawn,Pink,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lf19111-pink-2pc.html,unstitched
lf19111-off-white-2pc,LF19111 ,1800,Lawn,Off-White,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lf19111-off-white-2pc.html,unstitched
lf19109-blue-2pc,LF19109 ,1800,Lawn,Blue,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lf19109-blue-2pc.html,unstitched
lf19109-black-2pc,LF19109 ,1800,Lawn,Black,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lf19109-black-2pc.html,unstitched
jr19124-off-white-2pc,JR19124 ,1800,Lawn,Off-White,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19124-off-white-2pc.html,unstitched
jr19124-blue-2pc,JR19124 ,1800,Lawn,Blue,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19124-blue-2pc.html,unstitched
jr19123-pink-2pc,JR19123 ,1800,Lawn,Pink,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19123-pink-2pc.html,unstitched
jr19122-peach-2pc,JR19122 ,1800,Lawn,Peach,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19122-peach-2pc.html,unstitched
jr19122-blue-2pc,JR19122 ,1800,Lawn,Blue,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19122-blue-2pc.html,unstitched
jr19121-green-2pc,JR19121 ,1800,Lawn,Green,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19121-green-2pc.html,unstitched
jr19120-yellow-2pc,JR19120 ,1800,Lawn,Yellow,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19120-yellow-2pc.html,unstitched
jr19106-pink-2pc,JR19106 ,1800,Lawn,Pink,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19106-pink-2pc.html,unstitched
jr19106-black-2pc,JR19106 ,1800,Lawn,Black,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19106-black-2pc.html,unstitched
jr19103-black-2pc,JR19103 ,1800,Lawn,Black,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19103-black-2pc.html,unstitched
jr19101-brown-2pc,JR19101 ,1800,Lawn,Brown,Printed Lawn Shirt 3.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr19101-brown-2pc.html,unstitched
ir19113-blue-2pc,IR19113 ,2400,Lawn,Blue,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mShalwar 2.5mEmbroidered Patti,Khaadi,https://www.khaadi.com/pk/ir19113-blue-2pc.html,unstitched
ir19113-black-2pc,IR19113 ,2400,Lawn,Black,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mShalwar 2.5mEmbroidered Patti,Khaadi,https://www.khaadi.com/pk/ir19113-black-2pc.html,unstitched
ir19112-white-2pc,IR19112 ,2400,Lawn,White,Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 0.75mShalwar 2.5mEmbroidered Patti,Khaadi,https://www.khaadi.com/pk/ir19112-white-2pc.html,unstitched
ir19111-peach-2pc,IR19111 ,2400,Lawn,Peach,Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mShalwar 2.5mEmbroidered Patti,Khaadi,https://www.khaadi.com/pk/ir19111-peach-2pc.html,unstitched
ir19110-pink-2pc,IR19110 ,2400,Lawn,Pink,Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 0.75mShalwar 2.5mEmbroidered Patti,Khaadi,https://www.khaadi.com/pk/ir19110-pink-2pc.html,unstitched
ir19110-grey-2pc,IR19110 ,2400,Lawn,Grey,Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 0.75mShalwar 2.5mEmbroidered Patti,Khaadi,https://www.khaadi.com/pk/ir19110-grey-2pc.html,unstitched
ir19108-white-2pc,IR19108 ,2400,Lawn,White,Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mShalwar 2.5mEmbroidered Patti,Khaadi,https://www.khaadi.com/pk/ir19108-white-2pc.html,unstitched
ir19108-green-2pc,IR19108 ,2400,Lawn,Green,Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mShalwar 2.5mEmbroidered Patti,Khaadi,https://www.khaadi.com/pk/ir19108-green-2pc.html,unstitched
ir19107-black-2pc,IR19107 ,2400,Lawn,Black,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mShalwar 2.5mEmbroidered Gala & Patti,Khaadi,https://www.khaadi.com/pk/ir19107-black-2pc.html,unstitched
ir19107-beige-2pc,IR19107 ,2400,Lawn,Beige,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mShalwar 2.5mEmbroidered Gala & Patti,Khaadi,https://www.khaadi.com/pk/ir19107-beige-2pc.html,unstitched
af19114-mustard-3pc,AF19114 ,2500,Lawn,Mustard,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19114-mustard-3pc.html,unstitched
af19114-maroon-3pc,AF19114 ,2500,Lawn,Maroon,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19114-maroon-3pc.html,unstitched
af19112-beige-3pc,AF19112 ,2500,Lawn,Beige,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19112-beige-3pc.html,unstitched
af19110-rust-3pc,AF19110 ,2500,Lawn,Rust,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19110-rust-3pc.html,unstitched
af19110-blue-3pc,AF19110 ,2500,Lawn,Blue,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19110-blue-3pc.html,unstitched
af19109-green-3pc,AF19109 ,2500,Lawn,Green,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19109-green-3pc.html,unstitched
af19109-blue-3pc,AF19109 ,2500,Lawn,Blue,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19109-blue-3pc.html,unstitched
af19107-green-3pc,AF19107 ,2500,Lawn,Green,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19107-green-3pc.html,unstitched
af19105-orange-3pc,AF19105 ,2500,Lawn,Orange,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19105-orange-3pc.html,unstitched
af19105-black-3pc,AF19105 ,2500,Lawn,Black,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19105-black-3pc.html,unstitched
af19104-blue-3pc,AF19104 ,2500,Lawn,Blue,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19104-blue-3pc.html,unstitched
af19103-pink-3pc,AF19103 ,2500,Lawn,Pink,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19103-pink-3pc.html,unstitched
af19103-beige-3pc,AF19103 ,2500,Lawn,Beige,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/af19103-beige-3pc.html,unstitched
df19104-blue-3pc,DF19104 ,3300,Lawn,Blue,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mChiffon Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/df19104-blue-3pc.html,unstitched
df19103-brown-3pc,DF19103 ,3300,Lawn,Brown,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mChiffon Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/df19103-brown-3pc.html,unstitched
df19103-blue-3pc,DF19103 ,3300,Lawn,Blue,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mChiffon Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/df19103-blue-3pc.html,unstitched
df19102-yellow-3pc,DF19102 ,3300,Lawn,Yellow,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mChiffon Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/df19102-yellow-3pc.html,unstitched
df19102-grey-3pc,DF19102 ,3300,Lawn,Grey,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mChiffon Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/df19102-grey-3pc.html,unstitched
df19101-orange-3pc,DF19101 ,3300,Lawn,Orange,Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mChiffon Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/df19101-orange-3pc.html,unstitched
br19113-pink-3pc,BR19113 ,2900,Lawn,Pink,Printed Lawn Embroidered Shirt 3.25mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/br19113-pink-3pc.html,unstitched
br19113-black-3pc,BR19113 ,2900,Lawn,Black,Printed Lawn Embroidered Shirt 3.25mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/br19113-black-3pc.html,unstitched
br19112-beige-3pc,BR19112 ,2900,Lawn,Beige,Printed Lawn Embroidered Shirt 3.25mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/br19112-beige-3pc.html,unstitched
br19112-green-3pc,BR19112 ,2900,Lawn,Green,Printed Lawn Embroidered Shirt 3.25mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/br19112-green-3pc.html,unstitched
ar19129-beige-3pc,AR19129 ,2500,Lawn,Beige,Front & Back Lawn Printed2.5m Sleeve Lawn Printed0.75m Lawn Printed Dupatta2.5m Shalwar2.5m,Khaadi,https://www.khaadi.com/pk/ar19129-beige-3pc.html,unstitched
ar19129-yellow-3pc,AR19129 ,2500,Lawn,Yellow,Front & Back Lawn Printed2.5m Sleeve Lawn Printed0.75m Lawn Printed Dupatta2.5m Shalwar2.5m,Khaadi,https://www.khaadi.com/pk/ar19129-yellow-3pc.html,unstitched
ar19127-green-3pc,AR19127 ,2500,Lawn,Green,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19127-green-3pc.html,unstitched
ar19127-blue-3pc,AR19127 ,2500,Lawn,Blue,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19127-blue-3pc.html,unstitched
ar19126-off-white-3pc,AR19126 ,2500,Lawn,Off-White,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19126-off-white-3pc.html,unstitched
ar19125-pink-3pc,AR19125 ,2500,Lawn,Pink,Printed Lawn Shirt3.0m Lawn Printed Dupatta2.5mShalwar2.5m,Khaadi,https://www.khaadi.com/pk/ar19125-pink-3pc.html,unstitched
ar19125-beige-3pc,AR19125 ,2500,Lawn,Beige,Printed Lawn Shirt3.0m Lawn Printed Dupatta2.5mShalwar2.5m,Khaadi,https://www.khaadi.com/pk/ar19125-beige-3pc.html,unstitched
ar19124-pink-3pc,AR19124 ,2500,Lawn,Pink,Printed Lawn Shirt3.0m Lawn Printed Dupatta2.5mShalwar2.5m,Khaadi,https://www.khaadi.com/pk/ar19124-pink-3pc.html,unstitched
ar19122-purple-3pc,AR19122 ,2500,Lawn,Purple,Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19122-purple-3pc.html,unstitched
hli19106-green-2pc,HLI19106 ,4000,Hand Loom,Green,Hand Loom Embroidered Shirt 3.25mHand Loom Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/hli19106-green-2pc.html,unstitched
hli19105-blue-2pc,HLI19105 ,4000,Hand Loom,Blue,Hand Loom Embroidered Shirt 3.25mHand Loom Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/hli19105-blue-2pc.html,unstitched
hli19104-black-2pc,HLI19104 ,4000,Hand Loom,Black,Hand Loom Embroidered Shirt 3.25mHand Loom Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/hli19104-black-2pc.html,unstitched
hli19103-off-white-2pc,HLI19103 ,4000,Hand Loom,Off-White,Hand Loom Embroidered Shirt 3.25mHand Loom Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/hli19103-off-white-2pc.html,unstitched
hli19102-beige-2pc,HLI19102 ,4000,Hand Loom,Beige,Hand Loom Embroidered Shirt 3.25mHand Loom Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/hli19102-beige-2pc.html,unstitched
hli19101-mustard-2pc,HLI19101 ,4000,Hand Loom,Mustard,Hand Loom Embroidered Shirt 3.25mHand Loom Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/hli19101-mustard-2pc.html,unstitched
lr19120-beige-2pc,LR19120 ,1800,Lawn,Beige,Printed Lawn Shirt 3.0mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr19120-beige-2pc.html,unstitched
lr19107-off-white-2pc,LR19107 ,1800,Lawn,Off-White,Front Lawn Printed 1.25mBlack & Sleeve Lawn Printed 2.0mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr19107-off-white-2pc.html,unstitched
lr19105-beige-2pc,LR19105 ,1800,Lawn,Beige,Printed Lawn Shirt 3.0mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr19105-beige-2pc.html,unstitched
ar19105-blue-3pc,AR19105 ,2500,Lawn,Blue,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19105-blue-3pc.html,unstitched
bf19110-blue-3pc,BF19110 ,2900,Lawn,Blue,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19110-blue-3pc.html,unstitched
bf19108-green-3pc,BF19108 ,2900,Lawn,Green,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19108-green-3pc.html,unstitched
bf19107-grey-3pc,BF19107 ,2900,Lawn,Grey,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19107-grey-3pc.html,unstitched
bf19104-beige-3pc,BF19104 ,2900,Lawn,Beige,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19104-beige-3pc.html,unstitched
bf19104-grey-3pc,BF19104 ,2900,Lawn,Grey,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19104-grey-3pc.html,unstitched
bf19103-green-3pc,BF19103 ,2900,Lawn,Green,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19103-green-3pc.html,unstitched
bf19101-blue-3pc,BF19101 ,2900,Lawn,Blue,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19101-blue-3pc.html,unstitched
ar19106-blue-3pc,AR19106 ,2500,Lawn,Blue,Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19106-blue-3pc.html,unstitched
ar19105-pink-3pc,AR19105 ,2500,Lawn,Pink,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19105-pink-3pc.html,unstitched
ar19104-blue-3pc,AR19104 ,2500,Lawn,Blue,Front & Back Lawn Printed 2.5mSleeve Lawn Printed 0.75mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19104-blue-3pc.html,unstitched
wtp19e07-blue,Printed Kurta ,2300,Cambric,Blue,Printed Kurta with button detailing on the neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/wtp19e07-blue.html,pret
wtp19e05-beige,Printed Front Open Kurta ,3000,Cambric,Beige,Printed front open kurta with cuffed sleeves.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/wtp19e05-beige.html,pret
etpe19113-beige,Embroidered Kurta ,3000,Cambric,Beige,Embroidered KurtaThe model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/etpe19113-beige.html,pret
etpe19112-black,Embroidered Kurta ,3000,Cambric,Black,Embroidered kurta with tassel detailing on the sleeves.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/etpe19112-black.html,pret
ete19129-yellow,Embroidered Kurta ,6500,Schiffli,Yellow,Embroidered kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ete19129-yellow.html,pret
ete19128-white,Embroidered Kurta ,6500,Schiffli,White,Embroidered kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ete19128-white.html,pret
ete19127-black,Embroidered Kurta ,6500,Schiffli,Black,Embroidered kurta with button detailing on the neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/ete19127-black.html,pret
wtp19e09-pink,Printed Kurta ,2300,NULL,Pink,Printed kurta with tassel detailing on side pockets.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/wtp19e09-pink.html,pret
wtp19e09-black,Printed Kurta ,2300,Cambric,Black,Printed kurta with tassel detailing on side pockets.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/wtp19e09-black.html,pret
wtp19e08a-green,Printed Kurta ,2300,Cambric,Green,Printed Kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/wtp19e08a-green.html,pret
wtp19e07-aqua,Printed Kurta ,2300,Cambric,Aqua,Printed kurta with button detailing on neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/wtp19e07-aqua.html,pret
wtp19e06-orange,Printed Kurta ,2300,NULL,Orange,Printed kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/wtp19e06-orange.html,pret
wtp19e06-beige,Printed Kurta ,2300,Cambric,Beige,Printed kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.,Khaadi,https://www.khaadi.com/pk/wtp19e06-beige.html,pret
