Dress Code,Name,Price,Material,Color,Description,Brand,url,Category,isAvailable
bf19104-grey-3pc,BF19104 ,2900,Lawn,Grey,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19104-grey-3pc.html,unstitched,
bf19103-peach-3pc,BF19103 ,2900,Lawn,Peach,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19103-peach-3pc.html,unstitched,
bf19103-green-3pc,BF19103 ,2900,Lawn,Green,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19103-green-3pc.html,unstitched,
bf19102-beige-3pc,BF19102 ,2900,Lawn,Beige,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19102-beige-3pc.html,unstitched,
bf19102-blue-3pc,BF19102 ,2900,Lawn,Blue,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19102-blue-3pc.html,unstitched,
bf19101-beige-3pc,BF19101 ,2900,Lawn,Beige,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19101-beige-3pc.html,unstitched,
bf19101-blue-3pc,BF19101 ,2900,Lawn,Blue,Front Lawn Print Embroidered 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/bf19101-blue-3pc.html,unstitched,
ar19106-beige-3pc,AR19106 ,2500,Lawn,Beige,Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19106-beige-3pc.html,unstitched,
ar19106-blue-3pc,AR19106 ,2500,Lawn,Blue,Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19106-blue-3pc.html,unstitched,
ar19105-pink-3pc,AR19105 ,2500,Lawn,Pink,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19105-pink-3pc.html,unstitched,
ar19104-blue-3pc,AR19104 ,2500,Lawn,Blue,Front & Back Lawn Printed 2.5mSleeve Lawn Printed 0.75mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19104-blue-3pc.html,unstitched,
ar19104-green-3pc,AR19104 ,2500,Lawn,Green,Front & Back Lawn Printed 2.5mSleeve Lawn Printed 0.75mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19104-green-3pc.html,unstitched,
ar19102-yellow-3pc,AR19102 ,2500,Lawn,Yellow,Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19102-yellow-3pc.html,unstitched,
ar18412-purple-3pc,AR18412 ,2300,Khaddar,Purple,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Printed 0.75mPrinted Khaddar Dupatta 2.5mShalwar 2.5,Khaadi,https://www.khaadi.com/pk/ar18412-purple-3pc.html,unstitched,
ar18411-blue-3pc,AR18411 ,2300,Khaddar,Blue,Front Khaddar Printed 1.25mBack & Sleeves Khaddar Printed 2.0mPrinted Khaddar Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar18411-blue-3pc.html,unstitched,
ar18411-orange-3pc,AR18411 ,2300,Khaddar,Orange,Front Khaddar Printed 1.25mBack & Sleeves Khaddar Printed 2.0mPrinted Khaddar Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar18411-orange-3pc.html,unstitched,
ar18410-blue-3pc,AR18410 ,2300,Khaddar,Blue,Front & Sleeves Khaddar Printed 2.0mBack Khaddar Printed 1.25mPrinted Khaddar Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar18410-blue-3pc.html,unstitched,
ar18410-pink-3pc,AR18410 ,2300,Khaddar,Pink,Front & Sleeves Khaddar Printed 2.0mBack Khaddar Printed 1.25mPrinted Khaddar Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar18410-pink-3pc.html,unstitched,
ar18408-blue-3pc,AR18408 ,2300,Khaddar,Blue,Front Khaddar Printed 1.25mBack & Sleeves Khaddar Printed 2.0mPrinted Khaddar Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar18408-blue-3pc.html,unstitched,
ar18408-pink-3pc,AR18408 ,2300,Khaddar,Pink,Front Khaddar Printed 1.25mBack & Sleeves Khaddar Printed 2.0mPrinted Khaddar Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar18408-pink-3pc.html,unstitched,
ar18406-yellow-3pc,AR18406 ,2300,Khaddar,Yellow,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Printed 0.75mPrinted Khaddar Dupatta 2.5mShalwar 2.5,Khaadi,https://www.khaadi.com/pk/ar18406-yellow-3pc.html,unstitched,
ar18406-red-3pc,AR18406 ,2300,Khaddar,Red,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Printed 0.75mPrinted Khaddar Dupatta 2.5mShalwar 2.5,Khaadi,https://www.khaadi.com/pk/ar18406-red-3pc.html,unstitched,
ar18404-grey-3pc,AR18404 ,2300,Khaddar,Grey,Front & Sleeves Khaddar Printed 2.0mBack Khaddar Printed 1.25mPrinted Khaddar Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar18404-grey-3pc.html,unstitched,
ar18403-purple-3pc,AR18403 ,2300,Khaddar,Purple,Front & Sleeves Khaddar Printed 2.0mBack Khaddar Printed 1.25mPrinted Khaddar Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar18403-purple-3pc.html,unstitched,
m18114r-beige-2pc,M18114R ,2200,Cambric,Beige,Embroidered Cambric Front & Back 2.5mPrinted Cambric Sleeves 0.75mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/m18114r-beige-2pc.html,unstitched,
m18105r-yellow-2pc,M18105R ,2200,Cambric,Yellow,Embroidered Cambric Shirt 3.25mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/m18105r-yellow-2pc.html,unstitched,
lr18409-blue-2pc,LR18409 ,1700,Khaddar,Blue,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Printed 1.0mPrinted Khaddar Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr18409-blue-2pc.html,unstitched,
lr18407-pink-2pc,LR18407 ,1700,Khaddar,Pink,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Printed 0.75mPrinted Khaddar Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr18407-pink-2pc.html,unstitched,
lr18406-blue-2pc,LR18406 ,1700,Khaddar,Blue,Front Khaddar Printed 1.25mBack & Sleeves Khaddar Printed 2.0mPrinted Khaddar Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr18406-blue-2pc.html,unstitched,
lr18405-blue-2pc,LR18405 ,1700,Khaddar,Blue,Printed Khaddar Shirt 3.0mPrinted Khaddar Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr18405-blue-2pc.html,unstitched,
lr18405-orange-2pc,LR18405 ,1700,Khaddar,Orange,Printed Khaddar Shirt 3.0mPrinted Khaddar Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr18405-orange-2pc.html,unstitched,
lr18404-blue-2pc,LR18404 ,1700,Khaddar,Blue,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Printed 1.0mPrinted Khaddar Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr18404-blue-2pc.html,unstitched,
lr18404-green-2pc,LR18404 ,1700,Khaddar,Green,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Printed 1.0mPrinted Khaddar Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr18404-green-2pc.html,unstitched,
lr18401-beige-2pc,LR18401 ,1700,Khaddar,Beige,Front & Back Khaddar Printed 2.5mSleeves Khaddar Printed 0.75mPrinted Khaddar Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr18401-beige-2pc.html,unstitched,
jr18406-blue-2pc,JR18406 ,1600,Khaddar,Blue,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Printed 1.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr18406-blue-2pc.html,unstitched,
jr18402-blue-2pc,JR18402 ,1600,Khaddar,Blue,Front & Sleeves Khaddar Printed 2.0mBack Khaddar Printed 1.25mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr18402-blue-2pc.html,unstitched,
jr18402-grey-2pc,JR18402 ,1600,Khaddar,Grey,Front & Sleeves Khaddar Printed 2.0mBack Khaddar Printed 1.25mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr18402-grey-2pc.html,unstitched,
jr18401-black-2pc,JR18401 ,1600,Khaddar,Black,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Printed 1.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jr18401-black-2pc.html,unstitched,
m18306r-black-2pc,M18306R ,2200,Cambric,Black,Front & Back Cambric Printed Embroidered 2.5mSleeves Cambric Printed 0.75mPrinted Cambric Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/m18306r-black-2pc.html,unstitched,
m18305r-green-2pc,M18305R ,2200,Cambric,Green,Front Cambric Printed Embroidered 1.25mBack & Sleeves Cambric Printed 1.25mPrinted Cambric Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/m18305r-green-2pc.html,unstitched,
m18115r-purple-2pc,M18115R ,2200,Cambric,Purple,Embroidered Cambric Shirt 3.25mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/m18115r-purple-2pc.html,unstitched,
m18115r-white-2pc,M18115R ,2200,Cambric,White,Embroidered Cambric Shirt 3.25mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/m18115r-white-2pc.html,unstitched,
m18113r-blue-2pc,M18113R ,2200,Cambric,Blue,Embroidered Cambric Shirt 3.25mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/m18113r-blue-2pc.html,unstitched,
m18111r-yellow-2pc,M18111R ,2200,Cambric,Yellow,Embroidered Cambric Shirt 3.25mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/m18111r-yellow-2pc.html,unstitched,
m18101r-white-2pc,M18101R ,2200,Cambric,White,Embroidered Cambric Shirt 3.25mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/m18101r-white-2pc.html,unstitched,
yy18402-brown-2pc,YY18402 ,2250,Jacquard,Brown,Jacquard Embroidered Shirt 3.0mChiffon Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/yy18402-brown-2pc.html,unstitched,
ma18402-green-3pc,MA18402 ,3500,Marina,Green,Front Marina Printed 1.25mBack & Sleeves Marina Printed 2.0mPrinted Marina Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ma18402-green-3pc.html,unstitched,
kj18409-red-2pc,KJ18409 ,1500,Khaddar,Red,Front & Back Khaddar Printed 2.25mSleeves Khaddar Printed 1.0mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/kj18409-red-2pc.html,unstitched,
kf18404-green-3pc,KF18404 ,6000,Khaddar,Green,Digital Print Khaddar Front Embroidered 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/kf18404-green-3pc.html,unstitched,
kf18403-red-3pc,KF18403 ,6000,Khaddar,Red,Digital Printed Khaddar Front 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shawl 2.5mShalwar 2.5mEmbroidered Organza Gala,Khaadi,https://www.khaadi.com/pk/kf18403-red-3pc.html,unstitched,
kf18403-black-3pc,KF18403 ,6000,Khaddar,Black,Digital Printed Khaddar Front 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shawl 2.5mShalwar 2.5mEmbroidered Organza Gala,Khaadi,https://www.khaadi.com/pk/kf18403-black-3pc.html,unstitched,
kf18402-turquoise-3pc,KF18402 ,6000,Khaddar,Turquoise,Front & Back Khaddar Printed 2.0mSleeves Khaddar Printed 1.25mEmbroidered Shawl 2.5mShalwar 2.5mEmbroidered Organza Patti,Khaadi,https://www.khaadi.com/pk/kf18402-turquoise-3pc.html,unstitched,
kf18402-pink-3pc,KF18402 ,6000,Khaddar,Pink,Front & Back Khaddar Printed 2.0mSleeves Khaddar Printed 1.25mEmbroidered Shawl 2.5mShalwar 2.5mEmbroidered Organza Patti,Khaadi,https://www.khaadi.com/pk/kf18402-pink-3pc.html,unstitched,
kf18401-blue-3pc,KF18401 ,6000,Khaddar,Blue,Digital Printed Khaddar Front 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shawl 2.5mShalwar 2.5mEmbroidered Kora Khaddar Patti,Khaadi,https://www.khaadi.com/pk/kf18401-blue-3pc.html,unstitched,
pvj18402-black-2pc,PVJ18402 ,1500,Polyviscose,Black,Front PV Printed 1.25mBack PV Printed 1.25mSleeves PV Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/pvj18402-black-2pc.html,unstitched,
jh18407-beige-3pc,JH18407 ,7500,Jacquard,Beige,Jacquard Shirt 3.25mEmbroidered Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jh18407-beige-3pc.html,unstitched,
jh18406-red-3pc,JH18406 ,7500,Jacquard,Red,Jacquard Shirt 3.25mEmbroidered Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jh18406-red-3pc.html,unstitched,
jh18405-orange-3pc,JH18405 ,7500,Jacquard,Orange,Jacquard Shirt 3.25mEmbroidered Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jh18405-orange-3pc.html,unstitched,
jh18404-green-3pc,JH18404 ,7500,Jacquard,Green,Jacquard Shirt 3.25mEmbroidered Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jh18404-green-3pc.html,unstitched,
jh18403-black-3pc,JH18403 ,7500,Jacquard,Black,Jacquard Shirt 3.25mEmbroidered Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jh18403-black-3pc.html,unstitched,
jh18402-green-3pc,JH18402 ,7500,Jacquard,Green,Jacquard Shirt 3.25mEmbroidered Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jh18402-green-3pc.html,unstitched,
jh18401-blue-3pc,JH18401 ,7500,Jacquard,Blue,Jacquard Shirt 3.25mEmbroidered Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jh18401-blue-3pc.html,unstitched,
cf18405-black-3pc,CF18405 ,6500,Cambric,Black,Front Cambric Schiffli Embroidered 1.2mCambric Back & Sleeves 2.0mChiffon Printed Dupatta 2.5mShalwar 2.5mEmbroidered Organza Border,Khaadi,https://www.khaadi.com/pk/cf18405-black-3pc.html,unstitched,
cf18403-brown-3pc,CF18403 ,6500,Cambric,Brown,Front Cambric Schiffli Embroidered 1.2mCambric Back & Sleeves 2.0mChiffon Printed Dupatta 2.5mShalwar 2.5mEmbroidered Organza Neckline,Khaadi,https://www.khaadi.com/pk/cf18403-brown-3pc.html,unstitched,
cf18402-blue-3pc,CF18402 ,6500,Cambric,Blue,Front Cambric Schiffli Embroidered 1.2mCambric Back & Sleeves 2.0mChiffon Printed Dupatta 2.5mShalwar 2.5mEmbroidered Organza Border,Khaadi,https://www.khaadi.com/pk/cf18402-blue-3pc.html,unstitched,
cf18401-yellow-3pc,CF18401 ,6500,Cambric,Yellow,Front Cambric Schiffli Embroidered 1.2mCambric Back & Sleeves 2.0mChiffon Printed Dupatta 2.5mShalwar 2.5mEmbroidered Organza Border,Khaadi,https://www.khaadi.com/pk/cf18401-yellow-3pc.html,unstitched,
ja18409-red-3pc,JA18409 ,3600,Jacquard,Red,Jacquard Shirt 3.25mJacquard Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ja18409-red-3pc.html,unstitched,
lcv18404-navy-blue-3pc,LCV18404 ,9500,Velvet,Navy Blue,Velvet Embroidered Shirt 2.5mPalachi Velvet Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/lcv18404-navy-blue-3pc.html,unstitched,
lcv18403-black-3pc,LCV18403 ,9500,Velvet,Black,Velvet Embroidered Shirt 2.5mPalachi Velvet Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/lcv18403-black-3pc.html,unstitched,
lcv18402-beige-3pc,LCV18402 ,9500,Velvet,Beige,Velvet Embroidered Shirt 2.5mPalachi Velvet Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/lcv18402-beige-3pc.html,unstitched,
lcr18404-maroon-3pc,LCR18404 ,11000,Raw Silk,Maroon,Raw Silk Embroidered Shirt 3.0mTissue Silk Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/lcr18404-maroon-3pc.html,unstitched,
lcr18402-blue-3pc,LCR18402 ,11000,Raw Silk,Blue,Raw Silk Embroidered Shirt 3.0mTissue Silk Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/lcr18402-blue-3pc.html,unstitched,
lcr18401-black-3pc,LCR18401 ,11000,Raw Silk,Black,Raw Silk Embroidered Shirt 3.0mTissue Silk Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/lcr18401-black-3pc.html,unstitched,
lcp18408-maroon-3pc,LCP18408 ,11500,Chiffon,Maroon,Chiffon Embroidered Shirt 3.25mChiffon Printed Dupatta 2.5mDyed Inner Fabric 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/lcp18408-maroon-3pc.html,unstitched,
lcp18407-blue-3pc,LCP18407 ,11500,Chiffon,Blue,Chiffon Embroidered Shirt 3.25mChiffon Printed Dupatta 2.5mDyed Inner Fabric 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/lcp18407-blue-3pc.html,unstitched,
lcp18402-black-3pc,LCP18402 ,10500,Chiffon,Black,Chiffon Embroidered Shirt 3.25mTissue Silk Dupatta 2.5mDyed Inner Fabric 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/lcp18402-black-3pc.html,unstitched,
kz18404-navy-blue-2pc,KZ18404 ,3200,Khaddar,Navy Blue,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Embroidered Printed 0.5mShawl 2.5m,Khaadi,https://www.khaadi.com/pk/kz18404-navy-blue-2pc.html,unstitched,
kz18401-green-2pc,KZ18401 ,3200,Khaddar,Green,Front Khaddar Printed 1.25mBack Khaddar Printed 1.25mSleeves Khaddar Embroidered Printed 0.5mShawl 2.5m,Khaadi,https://www.khaadi.com/pk/kz18401-green-2pc.html,unstitched,
kn18406-yellow-2pc,KN18406 ,2500,Khaddar,Yellow,Front & Back Khaddar Printed 2.5mSleeves Khaddar Print Embroidered 0.75mEmbroidered Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/kn18406-yellow-2pc.html,unstitched,
kn18406-purple-2pc,KN18406 ,2500,Khaddar,Purple,Front & Back Khaddar Printed 2.5mSleeves Khaddar Print Embroidered 0.75mEmbroidered Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/kn18406-purple-2pc.html,unstitched,
kn18402-blue-2pc,KN18402 ,2500,Khaddar,Blue,Front & Back Khaddar Printed 2.5mSleeves Khaddar Print Embroidered 0.75mEmbroidered Shalwar 2.5m,Khaadi,https://www.khaadi.com/pk/kn18402-blue-2pc.html,unstitched,
o18420-red-3pc,O18420 ,6900,Khaddar,Red,Khaddar Embroidered Shirt 3.25mPrinted Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/o18420-red-3pc.html,unstitched,
o18419-brown-3pc,O18419 ,6900,Khaddar,Brown,Khaddar Embroidered Shirt 3.25mPrinted Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/o18419-brown-3pc.html,unstitched,
o18416-beige-3pc,O18416 ,6900,Khaddar,Beige,Khaddar Embroidered Shirt 3.25mPrinted Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/o18416-beige-3pc.html,unstitched,
o18416-grey-3pc,O18416 ,6900,Khaddar,Grey,Khaddar Embroidered Shirt 3.25mPrinted Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/o18416-grey-3pc.html,unstitched,
o18414-black-3pc,O18414 ,6900,Khaddar,Black,Khaddar Embroidered Shirt 3.25mPrinted Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/o18414-black-3pc.html,unstitched,
o18411-beige-3pc,O18411 ,6900,Khaddar,Beige,Khaddar Embroidered Shirt 3.25mPrinted Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/o18411-beige-3pc.html,unstitched,
o18410-red-3pc,O18410 ,6900,Khaddar,Red,Khaddar Embroidered Shirt 3.25mPrinted Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/o18410-red-3pc.html,unstitched,
o18409-brown-3pc,O18409 ,6900,Khaddar,Brown,Khaddar Embroidered Shirt 3.25mPrinted Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/o18409-brown-3pc.html,unstitched,
o18401-beige-3pc,O18401 ,6900,Khaddar,Beige,Khaddar Embroidered Shirt 3.25mPrinted Shawl 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/o18401-beige-3pc.html,unstitched,
ja18414-brown-3pc,JA18414 ,3600,Jacquard,Brown,Jacquard Shirt 3.25mJacquard Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ja18414-brown-3pc.html,unstitched,
yy18402-red-2pc,YY18402 ,2250,Jacquard,Black,Jacquard  Embroidered Shirt 3.0mChiffon Dupatta   2.5m,Khaadi,https://www.khaadi.com/pk/yy18402-red-2pc.html,unstitched,
yy18401-blue-2pc,YY18401 ,2250,Jacquard,Black,Jacquard  Embroidered Shirt 3.0mChiffon Dupatta   2.5m,Khaadi,https://www.khaadi.com/pk/yy18401-blue-2pc.html,unstitched,
pvj18403-purple-2pc,PVJ18403 ,1500,Poly Viscose,Purple,Front PV Printed 1.25mBack PV Printed 1.25mSleeves PV Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/pvj18403-purple-2pc.html,unstitched,
pvj18401-pink-2pc,PVJ18401 ,1500,Poly Viscose,Pink,Front PV Printed 1.25mBack PV Printed 1.25mSleeves PV Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/pvj18401-pink-2pc.html,unstitched,
pvi18404-green-2pc,PVI18404 ,2200,Poly Viscose,Green,Front PV Print Embroidered 1.25mBack PV Printed 1.25mSleeves PV Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/pvi18404-green-2pc.html,unstitched,
pvi18404-orange-2pc,PVI18404 ,2200,Poly Viscose,Orange,Front PV Print Embroidered 1.25mBack PV Printed 1.25mSleeves PV Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/pvi18404-orange-2pc.html,unstitched,
pvi18403-blue-2pc,PVI18403 ,2200,Poly Viscose,Blue,Front PV Printed 1.25mBack PV Printed 1.25mSleeves PV Print Embroidered 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/pvi18403-blue-2pc.html,unstitched,
pvi18401-green-2pc,PVI18401 ,2200,Poly Viscose,Green,Front PV Printed 1.25mBack PV Printed  1.25mSleeves PV Printed 0.5mShalwar 2.5mEmbroidered Kora Patti,Khaadi,https://www.khaadi.com/pk/pvi18401-green-2pc.html,unstitched,
lkb18404-brown-3pc,LKB18404 ,2800,Khaddar,Brown,Digital Printed Khaddar Front 1.2mDigital Printed Khaddar Back 1.2mDigital Print Khaddar Sleeves Embroidered 0.5mDigital Printed Light Khaddar Dupatta 2.5mShalwar    2.5m,Khaadi,https://www.khaadi.com/pk/lkb18404-brown-3pc.html,unstitched,
kt18408-grey-2pc,KT18408 ,2200,Khaddar,Grey,Digital Printed Khaddar Front 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shalwar  2.5m,Khaadi,https://www.khaadi.com/pk/kt18408-grey-2pc.html,unstitched,
kt18407-mustard-2pc,KT18407 ,2200,Khaddar,Mustard,Digital Printed Khaddar Front 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shalwar  2.5m,Khaadi,https://www.khaadi.com/pk/kt18407-mustard-2pc.html,unstitched,
kt18407-beige-2pc,KT18407 ,2200,Khaddar,Beige,Digital Printed Khaddar Front 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shalwar  2.5m,Khaadi,https://www.khaadi.com/pk/kt18407-beige-2pc.html,unstitched,
kt18406-red-2pc,KT18406 ,2200,Khaddar,Red,Digital Printed Khaddar Front 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shalwar  2.5m,Khaadi,https://www.khaadi.com/pk/kt18406-red-2pc.html,unstitched,
kt18406-blue-2pc,KT18406 ,2200,Khaddar,Blue,Digital Printed Khaddar Front 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shalwar  2.5m,Khaadi,https://www.khaadi.com/pk/kt18406-blue-2pc.html,unstitched,
kt18405-green-2pc,KT18405 ,2200,Khaddar,Green,Digital Printed Khaddar Front 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shalwar  2.5m,Khaadi,https://www.khaadi.com/pk/kt18405-green-2pc.html,unstitched,
kt18405-beige-2pc,KT18405 ,2200,Khaddar,Beige,Digital Printed Khaddar Front 1.25mDigital Printed Khaddar Back 1.25mDigital Printed Khaddar Sleeves 0.5mEmbroidered Shalwar  2.5m,Khaadi,https://www.khaadi.com/pk/kt18405-beige-2pc.html,unstitched,
